SectionID,ProfessorID,Professors,CourseNumber,Dept,YearTerm,AvgGPA
0,0,"Boonsripaisal, S;Espiritu, A",100,AAS,2020-sp,3.76
1,0,"Boonsripaisal, S;Espiritu, A",100,AAS,2020-sp,3.76
2,1,"Espiritu, A;Uhall, M",100,AAS,2020-sp,
3,1,"Espiritu, A;Uhall, M",100,AAS,2020-sp,
4,1,"Espiritu, A;Kang, Y",100,AAS,2020-sp,3.64
5,1,"Espiritu, A;Kang, Y",100,AAS,2020-sp,3.64
6,1,"Espiritu, A;Park, D",100,AAS,2020-sp,
7,1,"Espiritu, A;Park, D",100,AAS,2020-sp,
8,1,"Espiritu, A",100,AAS,2020-sp,
9,-1,,201,AAS,2020-sp,
10,-1,,201,AAS,2020-sp,
11,5,"Compoc, K",215,AAS,2020-sp,
12,6,"Rana, J",258,AAS,2020-sp,3.57
13,7,"Bright, L",260,AAS,2020-sp,
14,8,"Coyoca, W",265,AAS,2020-sp,
15,-1,,281,AAS,2020-sp,
16,-1,,281,AAS,2020-sp,
17,-1,,281,AAS,2020-sp,
18,9,"Burgos, A",281,AAS,2020-sp,
19,10,"Balgopal, A",297,AAS,2020-sp,
20,11,"Desai, R",300,AAS,2020-sp,
21,-1,,310,AAS,2020-sp,
22,12,"Anderson, J",310,AAS,2020-sp,
23,-1,,310,AAS,2020-sp,
24,12,"Anderson, J",310,AAS,2020-sp,
25,13,"Dowling, J",355,AAS,2020-sp,
26,8,"Coyoca, W",357,AAS,2020-sp,
27,14,"Cacho, L",465,AAS,2020-sp,
28,14,"Cacho, L",465,AAS,2020-sp,
29,15,"Lira, N",479,AAS,2020-sp,
30,15,"Lira, N",479,AAS,2020-sp,
31,6,"Rana, J",561,AAS,2020-sp,
32,16,"Ruiz, S",590,AAS,2020-sp,
33,17,"Bhalerao, K",141,ABE,2020-sp,
34,17,"Bhalerao, K",141,ABE,2020-sp,
35,-1,,199,ABE,2020-sp,
36,18,"Boone, A",199,ABE,2020-sp,
37,19,"Zhang, Y",225,ABE,2020-sp,3.29
38,19,"Zhang, Y",225,ABE,2020-sp,3.29
39,19,"Zhang, Y",225,ABE,2020-sp,3.29
40,20,"Singh, V",226,ABE,2020-sp,3.11
41,20,"Singh, V",226,ABE,2020-sp,3.11
42,20,"Singh, V",226,ABE,2020-sp,3.11
43,-1,,397,ABE,2020-sp,
44,21,"Grift, T",425,ABE,2020-sp,3.97
45,21,"Grift, T",425,ABE,2020-sp,3.97
46,21,"Grift, T",425,ABE,2020-sp,3.97
47,22,"Lipka, A",440,ABE,2020-sp,
48,22,"Lipka, A",440,ABE,2020-sp,
49,22,"Lipka, A",440,ABE,2020-sp,
50,22,"Lipka, A",440,ABE,2020-sp,
51,17,"Bhalerao, K",446,ABE,2020-sp,
52,17,"Bhalerao, K",446,ABE,2020-sp,
53,17,"Bhalerao, K",446,ABE,2020-sp,
54,17,"Bhalerao, K",446,ABE,2020-sp,
55,23,"Bhattarai, R",456,ABE,2020-sp,
56,-1,,456,ABE,2020-sp,
57,23,"Bhattarai, R",456,ABE,2020-sp,
58,-1,,456,ABE,2020-sp,
59,24,"Cooke, R",457,ABE,2020-sp,
60,25,"Chu, M",458,ABE,2020-sp,
61,26,"Witmer, A",469,ABE,2020-sp,3.83
62,26,"Witmer, A",469,ABE,2020-sp,3.83
63,27,"Green-Miller, A",474,ABE,2020-sp,
64,-1,,497,ABE,2020-sp,
65,-1,,498,ABE,2020-sp,
66,26,"Witmer, A",498,ABE,2020-sp,
67,26,"Witmer, A",498,ABE,2020-sp,
68,28,"Harbourt, C",498,ABE,2020-sp,
69,29,"Barnard, J;Blumthal, M;Rodriguez, L",498,ABE,2020-sp,
70,29,"Barnard, J;Blumthal, M;Rodriguez, L",498,ABE,2020-sp,
71,32,"Wang, X",498,ABE,2020-sp,
72,19,"Zhang, Y",594,ABE,2020-sp,
73,-1,,597,ABE,2020-sp,
74,33,"Axelrod, A;Chowdhary, G",598,ABE,2020-sp,
75,-1,,599,ABE,2020-sp,
76,35,"Takhar, P",599,ABE,2020-sp,
77,-1,,199,ACCY,2020-sp,
78,-1,,199,ACCY,2020-sp,
79,-1,,199,ACCY,2020-sp,
80,-1,,199,ACCY,2020-sp,
81,-1,,199,ACCY,2020-sp,
82,-1,,200,ACCY,2020-sp,
83,-1,,200,ACCY,2020-sp,
84,-1,,201,ACCY,2020-sp,
85,-1,,201,ACCY,2020-sp,
86,-1,,201,ACCY,2020-sp,
87,-1,,201,ACCY,2020-sp,
88,-1,,201,ACCY,2020-sp,
89,-1,,201,ACCY,2020-sp,
90,-1,,201,ACCY,2020-sp,
91,-1,,201,ACCY,2020-sp,
92,-1,,201,ACCY,2020-sp,
93,-1,,201,ACCY,2020-sp,
94,-1,,201,ACCY,2020-sp,
95,-1,,201,ACCY,2020-sp,
96,-1,,201,ACCY,2020-sp,
97,-1,,201,ACCY,2020-sp,
98,-1,,201,ACCY,2020-sp,
99,-1,,202,ACCY,2020-sp,
100,-1,,202,ACCY,2020-sp,
101,-1,,202,ACCY,2020-sp,
102,-1,,202,ACCY,2020-sp,
103,-1,,202,ACCY,2020-sp,
104,-1,,202,ACCY,2020-sp,
105,-1,,202,ACCY,2020-sp,
106,-1,,202,ACCY,2020-sp,
107,-1,,202,ACCY,2020-sp,
108,-1,,202,ACCY,2020-sp,
109,-1,,202,ACCY,2020-sp,
110,-1,,202,ACCY,2020-sp,
111,-1,,202,ACCY,2020-sp,
112,-1,,202,ACCY,2020-sp,
113,-1,,202,ACCY,2020-sp,
114,-1,,202,ACCY,2020-sp,
115,-1,,202,ACCY,2020-sp,
116,-1,,202,ACCY,2020-sp,
117,-1,,202,ACCY,2020-sp,
118,-1,,290,ACCY,2020-sp,
119,-1,,301,ACCY,2020-sp,
120,-1,,301,ACCY,2020-sp,
121,-1,,301,ACCY,2020-sp,
122,-1,,301,ACCY,2020-sp,
123,-1,,301,ACCY,2020-sp,
124,-1,,301,ACCY,2020-sp,
125,-1,,302,ACCY,2020-sp,
126,-1,,302,ACCY,2020-sp,
127,-1,,302,ACCY,2020-sp,
128,-1,,302,ACCY,2020-sp,
129,-1,,302,ACCY,2020-sp,
130,-1,,302,ACCY,2020-sp,
131,-1,,302,ACCY,2020-sp,
132,-1,,303,ACCY,2020-sp,
133,-1,,303,ACCY,2020-sp,
134,-1,,303,ACCY,2020-sp,
135,-1,,303,ACCY,2020-sp,
136,-1,,303,ACCY,2020-sp,
137,-1,,303,ACCY,2020-sp,
138,-1,,304,ACCY,2020-sp,
139,-1,,304,ACCY,2020-sp,
140,-1,,304,ACCY,2020-sp,
141,-1,,304,ACCY,2020-sp,
142,-1,,304,ACCY,2020-sp,
143,-1,,304,ACCY,2020-sp,
144,-1,,312,ACCY,2020-sp,
145,-1,,312,ACCY,2020-sp,
146,-1,,312,ACCY,2020-sp,
147,-1,,312,ACCY,2020-sp,
148,-1,,312,ACCY,2020-sp,
149,-1,,312,ACCY,2020-sp,
150,-1,,312,ACCY,2020-sp,
151,-1,,398,ACCY,2020-sp,
152,-1,,398,ACCY,2020-sp,
153,-1,,398,ACCY,2020-sp,
154,-1,,398,ACCY,2020-sp,
155,-1,,398,ACCY,2020-sp,
156,-1,,405,ACCY,2020-sp,
157,-1,,405,ACCY,2020-sp,
158,-1,,405,ACCY,2020-sp,
159,-1,,405,ACCY,2020-sp,
160,-1,,410,ACCY,2020-sp,
161,-1,,410,ACCY,2020-sp,
162,-1,,410,ACCY,2020-sp,
163,-1,,410,ACCY,2020-sp,
164,-1,,410,ACCY,2020-sp,
165,-1,,410,ACCY,2020-sp,
166,-1,,410,ACCY,2020-sp,
167,-1,,410,ACCY,2020-sp,
168,-1,,410,ACCY,2020-sp,
169,-1,,410,ACCY,2020-sp,
170,-1,,410,ACCY,2020-sp,
171,-1,,410,ACCY,2020-sp,
172,-1,,410,ACCY,2020-sp,
173,-1,,410,ACCY,2020-sp,
174,-1,,410,ACCY,2020-sp,
175,-1,,410,ACCY,2020-sp,
176,-1,,415,ACCY,2020-sp,
177,-1,,415,ACCY,2020-sp,
178,-1,,415,ACCY,2020-sp,
179,-1,,415,ACCY,2020-sp,
180,-1,,415,ACCY,2020-sp,
181,-1,,451,ACCY,2020-sp,
182,-1,,451,ACCY,2020-sp,
183,-1,,451,ACCY,2020-sp,
184,-1,,451,ACCY,2020-sp,
185,-1,,451,ACCY,2020-sp,
186,-1,,451,ACCY,2020-sp,
187,-1,,451,ACCY,2020-sp,
188,-1,,451,ACCY,2020-sp,
189,-1,,451,ACCY,2020-sp,
190,-1,,451,ACCY,2020-sp,
191,-1,,451,ACCY,2020-sp,
192,-1,,451,ACCY,2020-sp,
193,-1,,499,ACCY,2020-sp,
194,-1,,500,ACCY,2020-sp,
195,-1,,500,ACCY,2020-sp,
196,-1,,501,ACCY,2020-sp,
197,-1,,501,ACCY,2020-sp,
198,-1,,501,ACCY,2020-sp,
199,-1,,501,ACCY,2020-sp,
200,-1,,502,ACCY,2020-sp,
201,-1,,502,ACCY,2020-sp,
202,-1,,502,ACCY,2020-sp,
203,-1,,502,ACCY,2020-sp,
204,-1,,503,ACCY,2020-sp,
205,-1,,503,ACCY,2020-sp,
206,-1,,503,ACCY,2020-sp,
207,-1,,503,ACCY,2020-sp,
208,-1,,503,ACCY,2020-sp,
209,-1,,503,ACCY,2020-sp,
210,-1,,503,ACCY,2020-sp,
211,-1,,504,ACCY,2020-sp,
212,-1,,504,ACCY,2020-sp,
213,-1,,504,ACCY,2020-sp,
214,-1,,506,ACCY,2020-sp,
215,-1,,506,ACCY,2020-sp,
216,-1,,506,ACCY,2020-sp,
217,-1,,507,ACCY,2020-sp,
218,-1,,507,ACCY,2020-sp,
219,-1,,507,ACCY,2020-sp,
220,-1,,507,ACCY,2020-sp,
221,-1,,510,ACCY,2020-sp,
222,-1,,510,ACCY,2020-sp,
223,-1,,510,ACCY,2020-sp,
224,-1,,510,ACCY,2020-sp,
225,-1,,512,ACCY,2020-sp,
226,-1,,512,ACCY,2020-sp,
227,-1,,512,ACCY,2020-sp,
228,-1,,515,ACCY,2020-sp,
229,-1,,515,ACCY,2020-sp,
230,-1,,515,ACCY,2020-sp,
231,-1,,517,ACCY,2020-sp,
232,-1,,517,ACCY,2020-sp,
233,-1,,517,ACCY,2020-sp,
234,-1,,517,ACCY,2020-sp,
235,-1,,517,ACCY,2020-sp,
236,-1,,517,ACCY,2020-sp,
237,-1,,518,ACCY,2020-sp,
238,-1,,518,ACCY,2020-sp,
239,-1,,518,ACCY,2020-sp,
240,-1,,550,ACCY,2020-sp,
241,-1,,552,ACCY,2020-sp,
242,-1,,552,ACCY,2020-sp,
243,-1,,554,ACCY,2020-sp,
244,-1,,571,ACCY,2020-sp,
245,-1,,571,ACCY,2020-sp,
246,-1,,574,ACCY,2020-sp,
247,-1,,574,ACCY,2020-sp,
248,-1,,575,ACCY,2020-sp,
249,-1,,575,ACCY,2020-sp,
250,-1,,575,ACCY,2020-sp,
251,-1,,575,ACCY,2020-sp,
252,-1,,575,ACCY,2020-sp,
253,-1,,575,ACCY,2020-sp,
254,-1,,575,ACCY,2020-sp,
255,-1,,575,ACCY,2020-sp,
256,-1,,576,ACCY,2020-sp,
257,-1,,576,ACCY,2020-sp,
258,-1,,577,ACCY,2020-sp,
259,-1,,577,ACCY,2020-sp,
260,-1,,593,ACCY,2020-sp,
261,-1,,593,ACCY,2020-sp,
262,-1,,593,ACCY,2020-sp,
263,-1,,593,ACCY,2020-sp,
264,-1,,593,ACCY,2020-sp,
265,-1,,593,ACCY,2020-sp,
266,-1,,593,ACCY,2020-sp,
267,-1,,593,ACCY,2020-sp,
268,-1,,593,ACCY,2020-sp,
269,-1,,594,ACCY,2020-sp,
270,-1,,599,ACCY,2020-sp,
271,36,"Gundersen, L",100,ACE,2020-sp,
272,36,"Gundersen, L",100,ACE,2020-sp,
273,36,"Gundersen, L",100,ACE,2020-sp,
274,36,"Gundersen, L",100,ACE,2020-sp,
275,37,"Batts, R",161,ACE,2020-sp,
276,38,"Lo, A",161,ACE,2020-sp,3.37
277,39,"Burnett, M",161,ACE,2020-sp,3.68
278,38,"Lo, A",161,ACE,2020-sp,3.37
279,38,"Lo, A",161,ACE,2020-sp,3.37
280,38,"Lo, A",161,ACE,2020-sp,3.37
281,40,"Forrest, S",161,ACE,2020-sp,
282,39,"Burnett, M",161,ACE,2020-sp,3.68
283,38,"Lo, A",161,ACE,2020-sp,3.37
284,38,"Lo, A",161,ACE,2020-sp,3.37
285,41,"Fernandes Tomon Avelino, A",161,ACE,2020-sp,
286,38,"Lo, A",199,ACE,2020-sp,3.46
287,42,"Nogueira Meirelles De Souza, M",210,ACE,2020-sp,
288,42,"Nogueira Meirelles De Souza, M",210,ACE,2020-sp,
289,43,"Stevens, A",210,ACE,2020-sp,
290,43,"Stevens, A",210,ACE,2020-sp,
291,44,"Ordonez Morales, P",210,ACE,2020-sp,
292,45,"Hubbs, J",222,ACE,2020-sp,
293,46,"Stoddard, P",231,ACE,2020-sp,3.57
294,46,"Stoddard, P",232,ACE,2020-sp,3.59
295,47,"Lemoine, C",240,ACE,2020-sp,3.72
296,48,"Gundersen, C",251,ACE,2020-sp,3.12
297,48,"Gundersen, C",251,ACE,2020-sp,3.12
298,48,"Gundersen, C",251,ACE,2020-sp,3.12
299,48,"Gundersen, C",251,ACE,2020-sp,3.12
300,48,"Gundersen, C",251,ACE,2020-sp,3.12
301,49,"Amadu, F",254,ACE,2020-sp,
302,50,"Ando, A",255,ACE,2020-sp,3.82
303,50,"Ando, A",255,ACE,2020-sp,3.82
304,50,"Ando, A",255,ACE,2020-sp,3.82
305,50,"Ando, A",255,ACE,2020-sp,3.82
306,36,"Gundersen, L",261,ACE,2020-sp,
307,36,"Gundersen, L",261,ACE,2020-sp,
308,36,"Gundersen, L",261,ACE,2020-sp,
309,36,"Gundersen, L",261,ACE,2020-sp,
310,48,"Gundersen, C",270,ACE,2020-sp,3.39
311,51,"Scholl, J",291,ACE,2020-sp,
312,-1,,293,ACE,2020-sp,
313,-1,,294,ACE,2020-sp,
314,-1,,295,ACE,2020-sp,
315,52,"Brazee, R",310,ACE,2020-sp,3.76
316,52,"Brazee, R",310,ACE,2020-sp,3.76
317,52,"Brazee, R",310,ACE,2020-sp,3.76
318,52,"Brazee, R",310,ACE,2020-sp,3.76
319,53,"Ellison, B",335,ACE,2020-sp,3.64
320,54,"Finnegan, A",341,ACE,2020-sp,3.67
321,-1,,360,ACE,2020-sp,
322,-1,,360,ACE,2020-sp,
323,-1,,360,ACE,2020-sp,
324,-1,,396,ACE,2020-sp,
325,-1,,398,ACE,2020-sp,
326,-1,,398,ACE,2020-sp,
327,55,"Anderson, P",398,ACE,2020-sp,
328,56,"Crost, B",398,ACE,2020-sp,
329,57,"Dall'Erba, S",398,ACE,2020-sp,
330,47,"Lemoine, C",398,ACE,2020-sp,4.0
331,58,"Coppess, J",403,ACE,2020-sp,
332,58,"Coppess, J",403,ACE,2020-sp,
333,59,"Myers, E",410,ACE,2020-sp,3.19
334,59,"Myers, E",410,ACE,2020-sp,3.19
335,60,"Irwin, S",427,ACE,2020-sp,
336,61,"Tremacoldi Rossi, P",428,ACE,2020-sp,
337,62,"Goldsmith, P",430,ACE,2020-sp,3.12
338,63,"Moss, L",431,ACE,2020-sp,3.44
339,64,"Schnitkey, G",435,ACE,2020-sp,3.5
340,64,"Schnitkey, G",435,ACE,2020-sp,3.5
341,-1,,436,ACE,2020-sp,
342,65,"Allen, S",440,ACE,2020-sp,3.32
343,65,"Allen, S",440,ACE,2020-sp,3.32
344,66,"Sherrick, B",444,ACE,2020-sp,3.19
345,66,"Sherrick, B",446,ACE,2020-sp,3.43
346,66,"Sherrick, B",446,ACE,2020-sp,3.43
347,67,"Xu, Y",449,ACE,2020-sp,3.36
348,67,"Xu, Y",449,ACE,2020-sp,3.36
349,68,"McNamara, P",451,ACE,2020-sp,3.35
350,68,"McNamara, P",451,ACE,2020-sp,3.35
351,69,"Gramig, B",456,ACE,2020-sp,
352,69,"Gramig, B",456,ACE,2020-sp,
353,70,"Lyons, A",474,ACE,2020-sp,
354,70,"Lyons, A",474,ACE,2020-sp,
355,70,"Lyons, A",476,ACE,2020-sp,
356,70,"Lyons, A",476,ACE,2020-sp,
357,-1,,496,ACE,2020-sp,
358,-1,,499,ACE,2020-sp,
359,68,"McNamara, P",499,ACE,2020-sp,
360,71,"Arends-Kuenning, M;Nelson, C",502,ACE,2020-sp,
361,73,"Bullock, D;Onal, H",503,ACE,2020-sp,
362,73,"Bullock, D;Onal, H",503,ACE,2020-sp,
363,69,"Gramig, B",510,ACE,2020-sp,
364,75,"Garcia, P;Irwin, S",528,ACE,2020-sp,
365,72,"Nelson, C",530,ACE,2020-sp,
366,57,"Dall'Erba, S",532,ACE,2020-sp,
367,76,"Paulson, N",542,ACE,2020-sp,
368,75,"Garcia, P;Nelson, C",561,ACE,2020-sp,
369,74,"Onal, H",563,ACE,2020-sp,
370,74,"Onal, H",567,ACE,2020-sp,
371,-1,,591,ACE,2020-sp,
372,59,"Myers, E",592,ACE,2020-sp,
373,76,"Paulson, N",592,ACE,2020-sp,
374,76,"Paulson, N",592,ACE,2020-sp,
375,57,"Dall'Erba, S",592,ACE,2020-sp,
376,77,"Larson, E",592,ACE,2020-sp,
377,71,"Arends-Kuenning, M;Baylis, K;Bullock, D;Winter-Nelson, A",594,ACE,2020-sp,
378,80,"Khanna, M",594,ACE,2020-sp,
379,57,"Dall'Erba, S",594,ACE,2020-sp,
380,-1,,599,ACE,2020-sp,
381,-1,,199,ACES,2020-sp,
382,81,"Smist, J",199,ACES,2020-sp,
383,81,"Smist, J",199,ACES,2020-sp,
384,-1,,293,ACES,2020-sp,
385,82,"Ferguson, R",293,ACES,2020-sp,
386,-1,,295,ACES,2020-sp,
387,-1,,298,ACES,2020-sp,
388,-1,,299,ACES,2020-sp,
389,29,"Barnard, J",299,ACES,2020-sp,
390,-1,,396,ACES,2020-sp,
391,83,"Emmert, J",399,ACES,2020-sp,
392,84,"Hall, S",150,ADV,2020-sp,3.83
393,84,"Hall, S",150,ADV,2020-sp,3.83
394,84,"Hall, S",199,ADV,2020-sp,
395,85,"Clifton, D",270,ADV,2020-sp,3.48
396,86,"Wang, Y",281,ADV,2020-sp,
397,87,"Ren, Y",281,ADV,2020-sp,
398,86,"Wang, Y",281,ADV,2020-sp,
399,87,"Ren, Y",281,ADV,2020-sp,
400,88,"Vargas, P",281,ADV,2020-sp,
401,89,"Hitchon, J",283,ADV,2020-sp,3.56
402,90,"Mabry-Flynn, A",283,ADV,2020-sp,3.68
403,89,"Hitchon, J",283,ADV,2020-sp,3.56
404,91,"Duff, B",284,ADV,2020-sp,
405,91,"Duff, B",284,ADV,2020-sp,
406,91,"Duff, B;Pham, G",284,ADV,2020-sp,3.53
407,91,"Duff, B;Pham, G",284,ADV,2020-sp,3.53
408,91,"Duff, B",284,ADV,2020-sp,
409,93,"Wirtz, J",310,ADV,2020-sp,3.12
410,94,"Ross, D",310,ADV,2020-sp,
411,95,"Chambers, J",311,ADV,2020-sp,3.4
412,95,"Chambers, J",312,ADV,2020-sp,
413,96,"Ruth, T",315,ADV,2020-sp,
414,85,"Clifton, D",320,ADV,2020-sp,3.47
415,97,"Peacock, M",350,ADV,2020-sp,3.98
416,85,"Clifton, D",370,ADV,2020-sp,3.53
417,98,"Sheldon, P",390,ADV,2020-sp,3.24
418,-1,,396,ADV,2020-sp,
419,-1,,400,ADV,2020-sp,
420,99,"Raquel, S",409,ADV,2020-sp,
421,100,"Oh, S",410,ADV,2020-sp,3.73
422,100,"Oh, S",410,ADV,2020-sp,3.73
423,98,"Sheldon, P",454,ADV,2020-sp,
424,101,"Chung, U",460,ADV,2020-sp,
425,102,"Maslowska, E",460,ADV,2020-sp,3.91
426,102,"Maslowska, E",461,ADV,2020-sp,
427,103,"Nelson, M",476,ADV,2020-sp,
428,88,"Vargas, P",478,ADV,2020-sp,
429,-1,,483,ADV,2020-sp,
430,104,"Sar, S",483,ADV,2020-sp,3.51
431,105,"Taneja, H",483,ADV,2020-sp,3.49
432,105,"Taneja, H",483,ADV,2020-sp,3.49
433,106,"Ham, C",490,ADV,2020-sp,
434,85,"Clifton, D",490,ADV,2020-sp,
435,107,"Su, L",490,ADV,2020-sp,
436,108,"Meron, S",490,ADV,2020-sp,
437,97,"Peacock, M",491,ADV,2020-sp,
438,109,"Yao, M",492,ADV,2020-sp,
439,109,"Yao, M",495,ADV,2020-sp,
440,109,"Yao, M",495,ADV,2020-sp,
441,97,"Peacock, M",498,ADV,2020-sp,
442,108,"Meron, S",498,ADV,2020-sp,3.66
443,108,"Meron, S",498,ADV,2020-sp,3.66
444,108,"Meron, S",498,ADV,2020-sp,3.66
445,99,"Raquel, S",509,ADV,2020-sp,
446,107,"Su, L",581,ADV,2020-sp,
447,100,"Oh, S",588,ADV,2020-sp,
448,110,"Wise, K",594,ADV,2020-sp,
449,109,"Yao, M",598,ADV,2020-sp,
450,-1,,599,ADV,2020-sp,
451,-1,,199,AE,2020-sp,
452,111,"Woodard, B",199,AE,2020-sp,
453,112,"Laystrom-Woodard, J",199,AE,2020-sp,
454,112,"Laystrom-Woodard, J",199,AE,2020-sp,
455,113,"Merret, J",199,AE,2020-sp,
456,-1,,199,AE,2020-sp,
457,113,"Merret, J",199,AE,2020-sp,
458,-1,,199,AE,2020-sp,
459,114,"Chilan, C",202,AE,2020-sp,
460,111,"Woodard, B",298,AE,2020-sp,
461,115,"Tran, H",298,AE,2020-sp,
462,111,"Woodard, B",298,AE,2020-sp,
463,-1,,311,AE,2020-sp,
464,116,"Dutton, J",312,AE,2020-sp,
465,-1,,321,AE,2020-sp,
466,117,"Geubelle, P",323,AE,2020-sp,2.78
467,-1,,352,AE,2020-sp,
468,-1,,352,AE,2020-sp,
469,-1,,352,AE,2020-sp,
470,118,"Langbort, C",352,AE,2020-sp,2.98
471,119,"Bretl, T",353,AE,2020-sp,3.07
472,120,"Goza, A",370,AE,2020-sp,3.47
473,-1,,395,AE,2020-sp,
474,-1,,396,AE,2020-sp,
475,-1,,397,AE,2020-sp,
476,121,"Ho, K",403,AE,2020-sp,
477,121,"Ho, K",403,AE,2020-sp,
478,122,"Bodony, D",410,AE,2020-sp,
479,122,"Bodony, D",410,AE,2020-sp,
480,123,"Panerai, F",419,AE,2020-sp,
481,123,"Panerai, F",419,AE,2020-sp,
482,124,"Aluru, N",420,AE,2020-sp,
483,124,"Aluru, N",420,AE,2020-sp,
484,125,"Levin Fliflet, D",434,AE,2020-sp,
485,125,"Levin Fliflet, D",434,AE,2020-sp,
486,126,"Rovey, J",435,AE,2020-sp,2.95
487,126,"Rovey, J",435,AE,2020-sp,2.95
488,-1,,443,AE,2020-sp,
489,127,"Lembeck, M",443,AE,2020-sp,3.8
490,128,"Chasiotis, I",461,AE,2020-sp,3.23
491,128,"Chasiotis, I",461,AE,2020-sp,3.23
492,128,"Chasiotis, I",461,AE,2020-sp,3.23
493,128,"Chasiotis, I",461,AE,2020-sp,3.23
494,128,"Chasiotis, I",461,AE,2020-sp,3.23
495,128,"Chasiotis, I",461,AE,2020-sp,3.23
496,128,"Chasiotis, I",461,AE,2020-sp,3.23
497,128,"Chasiotis, I",461,AE,2020-sp,3.23
498,128,"Chasiotis, I",461,AE,2020-sp,3.23
499,129,"Waldrop, L",468,AE,2020-sp,
500,-1,,482,AE,2020-sp,
501,-1,,482,AE,2020-sp,
502,-1,,482,AE,2020-sp,
503,-1,,482,AE,2020-sp,
504,-1,,482,AE,2020-sp,
505,-1,,482,AE,2020-sp,
506,-1,,482,AE,2020-sp,
507,130,"Belabbas, M",482,AE,2020-sp,
508,-1,,497,AE,2020-sp,
509,115,"Tran, H",498,AE,2020-sp,
510,131,"Elliott, G",498,AE,2020-sp,
511,132,"Ornik, M",504,AE,2020-sp,
512,132,"Ornik, M",504,AE,2020-sp,
513,116,"Dutton, J",510,AE,2020-sp,
514,133,"Villafane Roca, L",514,AE,2020-sp,
515,133,"Villafane Roca, L",514,AE,2020-sp,
516,134,"Ansell, P",515,AE,2020-sp,
517,134,"Ansell, P",515,AE,2020-sp,
518,135,"Glumac, N",538,AE,2020-sp,
519,135,"Glumac, N",538,AE,2020-sp,
520,113,"Merret, J",543,AE,2020-sp,
521,113,"Merret, J",543,AE,2020-sp,
522,-1,,554,AE,2020-sp,
523,136,"Panesi, M",590,AE,2020-sp,
524,136,"Panesi, M",590,AE,2020-sp,
525,136,"Panesi, M",590,AE,2020-sp,
526,-1,,597,AE,2020-sp,
527,137,"Gao, G",598,AE,2020-sp,
528,138,"James, K",598,AE,2020-sp,
529,138,"James, K",598,AE,2020-sp,
530,-1,,599,AE,2020-sp,
531,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",102,AFAS,2020-sp,
532,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",102,AFAS,2020-sp,
533,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",102,AFAS,2020-sp,
534,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",102,AFAS,2020-sp,
535,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",112,AFAS,2020-sp,
536,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",112,AFAS,2020-sp,
537,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",222,AFAS,2020-sp,
538,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",222,AFAS,2020-sp,
539,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",332,AFAS,2020-sp,
540,139,"Cencer, T;Heidbreder, J;Hill, P;Johnson, C;Simmons, J",342,AFAS,2020-sp,
541,144,"Bailey, R;McMillion, D",100,AFRO,2020-sp,3.79
542,146,"McDuffie, E",101,AFRO,2020-sp,3.42
543,146,"McDuffie, E",101,AFRO,2020-sp,3.42
544,146,"McDuffie, E",101,AFRO,2020-sp,3.42
545,146,"McDuffie, E",103,AFRO,2020-sp,
546,147,"Arjona, J",106,AFRO,2020-sp,
547,148,"Meyers, J",132,AFRO,2020-sp,3.13
548,-1,,201,AFRO,2020-sp,
549,-1,,201,AFRO,2020-sp,
550,5,"Compoc, K",215,AFRO,2020-sp,
551,149,"McKee, M",220,AFRO,2020-sp,
552,150,"Ginsburg, R",221,AFRO,2020-sp,
553,151,"Ngumbi, E;Smith, B",224,AFRO,2020-sp,3.93
554,149,"McKee, M",226,AFRO,2020-sp,
555,153,"Bowen, M",243,AFRO,2020-sp,3.5
556,-1,,260,AFRO,2020-sp,
557,154,"Hogarth, R",275,AFRO,2020-sp,
558,155,"Cha-Jua, S",276,AFRO,2020-sp,
559,-1,,281,AFRO,2020-sp,
560,-1,,281,AFRO,2020-sp,
561,-1,,281,AFRO,2020-sp,
562,9,"Burgos, A",281,AFRO,2020-sp,
563,156,"Jenkins, C",298,AFRO,2020-sp,
564,144,"Bailey, R;McMillion, D",298,AFRO,2020-sp,
565,-1,,310,AFRO,2020-sp,
566,12,"Anderson, J",310,AFRO,2020-sp,
567,-1,,310,AFRO,2020-sp,
568,12,"Anderson, J",310,AFRO,2020-sp,
569,157,"Fox, K",340,AFRO,2020-sp,
570,157,"Fox, K",340,AFRO,2020-sp,
571,157,"Fox, K",340,AFRO,2020-sp,
572,158,"Patterson, W",398,AFRO,2020-sp,
573,159,"Barnett, B",421,AFRO,2020-sp,
574,159,"Barnett, B",421,AFRO,2020-sp,
575,14,"Cacho, L",465,AFRO,2020-sp,
576,14,"Cacho, L",465,AFRO,2020-sp,
577,160,"Dash, L",482,AFRO,2020-sp,
