SectionID,ProfessorID,Professors,CourseNumber,Dept,YearTerm,AvgGPA
3114,902,"Solomonik, E",598,CS,2020-sp,
3115,-1,,598,CS,2020-sp,
3116,-1,,598,CS,2020-sp,
3117,903,"Sundaram, H",598,CS,2020-sp,
3118,904,"Tong, H",598,CS,2020-sp,
3119,-1,,598,CS,2020-sp,
3120,905,"El-Kebir, M",598,CS,2020-sp,
3121,906,"Jiang, N",598,CS,2020-sp,
3122,907,"Koyejo, O",598,CS,2020-sp,3.49
3123,838,"Har-Peled, S",598,CS,2020-sp,
3124,908,"Adve, S",598,CS,2020-sp,
3125,899,"Xu, T",598,CS,2020-sp,
3126,-1,,599,CS,2020-sp,
3127,856,"Fischer, P",401,CSE,2020-sp,
3128,856,"Fischer, P",401,CSE,2020-sp,
3129,-1,,408,CSE,2020-sp,
3130,865,"Patel, S",408,CSE,2020-sp,
3131,865,"Patel, S",408,CSE,2020-sp,
3132,-1,,408,CSE,2020-sp,
3133,865,"Patel, S",408,CSE,2020-sp,
3134,909,"Vanka, S",412,CSE,2020-sp,
3135,909,"Vanka, S",412,CSE,2020-sp,
3136,909,"Vanka, S",412,CSE,2020-sp,
3137,862,"Erickson, J",414,CSE,2020-sp,
3138,862,"Erickson, J",414,CSE,2020-sp,
3139,851,"Fletcher, C",422,CSE,2020-sp,
3140,851,"Fletcher, C",422,CSE,2020-sp,
3141,848,"Bates, A",423,CSE,2020-sp,
3142,848,"Bates, A",423,CSE,2020-sp,
3143,845,"Shaffer, E",427,CSE,2020-sp,
3144,845,"Shaffer, E",427,CSE,2020-sp,
3145,397,"Ravat, U",428,CSE,2020-sp,
3146,397,"Ravat, U",428,CSE,2020-sp,
3147,398,"Unger, D",440,CSE,2020-sp,
3148,398,"Unger, D",440,CSE,2020-sp,
3149,910,"Baryshnikov, Y",441,CSE,2020-sp,
3150,910,"Baryshnikov, Y",441,CSE,2020-sp,
3151,911,"Glosemeyer, D",448,CSE,2020-sp,
3152,911,"Glosemeyer, D",448,CSE,2020-sp,
3153,912,"Kinson, C",448,CSE,2020-sp,
3154,912,"Kinson, C",448,CSE,2020-sp,
3155,912,"Kinson, C",448,CSE,2020-sp,
3156,912,"Kinson, C",448,CSE,2020-sp,
3157,124,"Aluru, N",451,CSE,2020-sp,
3158,124,"Aluru, N",451,CSE,2020-sp,
3159,122,"Bodony, D",461,CSE,2020-sp,
3160,122,"Bodony, D",461,CSE,2020-sp,
3161,913,"Trinkle, D",498,CSE,2020-sp,
3162,886,"Kloeckner, A",510,CSE,2020-sp,
3163,831,"Kumar, R",521,CSE,2020-sp,
3164,881,"Torrellas, J",522,CSE,2020-sp,
3165,900,"Chen, Y",525,CSE,2020-sp,
3166,914,"Hajj, I",532,CSE,2020-sp,
3167,401,"Zhu, R",542,CSE,2020-sp,
3168,595,"Lopez-Pamies, O",551,CSE,2020-sp,
3169,595,"Lopez-Pamies, O",551,CSE,2020-sp,
3170,413,"Jewett, B",566,CSE,2020-sp,
3171,915,"Hassinger, A",100,CW,2020-sp,
3172,916,"Davenport, S",100,CW,2020-sp,
3173,917,"Price, J",100,CW,2020-sp,
3174,918,"Bales, A",104,CW,2020-sp,
3175,-1,,104,CW,2020-sp,
3176,-1,,104,CW,2020-sp,
3177,-1,,104,CW,2020-sp,
3178,919,"Rubins, J",104,CW,2020-sp,
3179,920,"Van Landingham, C",106,CW,2020-sp,
3180,921,"Harrington, J",106,CW,2020-sp,
3181,917,"Price, J",106,CW,2020-sp,
3182,922,"Maldonado-Velez, S",200,CW,2020-sp,
3183,923,"Shakar, A",202,CW,2020-sp,
3184,915,"Hassinger, A",204,CW,2020-sp,
3185,919,"Rubins, J",204,CW,2020-sp,
3186,924,"Sanders, T",204,CW,2020-sp,
3187,917,"Price, J",206,CW,2020-sp,
3188,918,"Bales, A",208,CW,2020-sp,
3189,925,"Hurley, M",243,CW,2020-sp,
3190,919,"Rubins, J",404,CW,2020-sp,
3191,919,"Rubins, J",404,CW,2020-sp,
3192,924,"Sanders, T",404,CW,2020-sp,
3193,924,"Sanders, T",404,CW,2020-sp,
3194,926,"Madonick, M",406,CW,2020-sp,
3195,926,"Madonick, M",406,CW,2020-sp,
3196,-1,,455,CW,2020-sp,
3197,927,"McVicker, Z",460,CW,2020-sp,
3198,920,"Van Landingham, C",463,CW,2020-sp,
3199,920,"Van Landingham, C",463,CW,2020-sp,
3200,923,"Shakar, A",504,CW,2020-sp,
3201,926,"Madonick, M",506,CW,2020-sp,
3202,928,"Stanley, J",560,CW,2020-sp,
3203,-1,,591,CW,2020-sp,
3204,-1,,595,CW,2020-sp,
3205,929,"Baron, I",119,CWL,2020-sp,
3206,930,"Kuras, E",190,CWL,2020-sp,
3207,-1,,191,CWL,2020-sp,
3208,-1,,199,CWL,2020-sp,
3209,931,"Johnson, L",199,CWL,2020-sp,
3210,932,"Gasyna, G",202,CWL,2020-sp,
3211,402,"Mehta, R",207,CWL,2020-sp,3.95
3212,402,"Mehta, R",207,CWL,2020-sp,3.95
3213,402,"Mehta, R",207,CWL,2020-sp,3.95
3214,402,"Mehta, R",207,CWL,2020-sp,3.95
3215,402,"Mehta, R",207,CWL,2020-sp,3.95
3216,402,"Mehta, R",207,CWL,2020-sp,3.95
3217,402,"Mehta, R",207,CWL,2020-sp,3.95
3218,402,"Mehta, R",207,CWL,2020-sp,3.95
3219,402,"Mehta, R",207,CWL,2020-sp,3.95
3220,402,"Mehta, R",207,CWL,2020-sp,3.95
3221,402,"Mehta, R",207,CWL,2020-sp,3.95
3222,402,"Mehta, R",207,CWL,2020-sp,3.95
3223,402,"Mehta, R",207,CWL,2020-sp,3.95
3224,402,"Mehta, R",208,CWL,2020-sp,
3225,933,"Malekin, B",215,CWL,2020-sp,
3226,-1,,216,CWL,2020-sp,
3227,770,"Leon Ruiz, D",220,CWL,2020-sp,
3228,151,"Ngumbi, E;Smith, B",226,CWL,2020-sp,
3229,934,"Persiani, G",230,CWL,2020-sp,
3230,-1,,242,CWL,2020-sp,
3231,-1,,242,CWL,2020-sp,
3232,-1,,242,CWL,2020-sp,
3233,-1,,242,CWL,2020-sp,
3234,935,"Kaganovsky, L",242,CWL,2020-sp,
3235,936,"Sobol, V",249,CWL,2020-sp,
3236,-1,,253,CWL,2020-sp,
3237,931,"Johnson, L",254,CWL,2020-sp,
3238,931,"Johnson, L",254,CWL,2020-sp,
3239,931,"Johnson, L",254,CWL,2020-sp,
3240,931,"Johnson, L",254,CWL,2020-sp,
3241,931,"Johnson, L",254,CWL,2020-sp,
3242,931,"Johnson, L",254,CWL,2020-sp,
3243,931,"Johnson, L",254,CWL,2020-sp,
3244,937,"Cole, L",257,CWL,2020-sp,
3245,-1,,260,CWL,2020-sp,
3246,937,"Cole, L",267,CWL,2020-sp,
3247,938,"Wade, M",273,CWL,2020-sp,
3248,939,"Chen, J;Pu, Y",275,CWL,2020-sp,
3249,939,"Chen, J;Pu, Y",275,CWL,2020-sp,
3250,939,"Chen, J;Pu, Y",275,CWL,2020-sp,
3251,939,"Chen, J",275,CWL,2020-sp,
3252,941,"Hutner, G",284,CWL,2020-sp,
3253,942,"Harris, R",320,CWL,2020-sp,
3254,943,"Stoppino, E",413,CWL,2020-sp,
3255,943,"Stoppino, E",413,CWL,2020-sp,
3256,944,"Tierney, R",467,CWL,2020-sp,
3257,944,"Tierney, R",467,CWL,2020-sp,
3258,945,"Hoefig, V",470,CWL,2020-sp,
3259,945,"Hoefig, V",470,CWL,2020-sp,
3260,946,"Chow, K",478,CWL,2020-sp,
3261,946,"Chow, K",478,CWL,2020-sp,
3262,772,"Sanders, K",490,CWL,2020-sp,
3263,772,"Sanders, K",490,CWL,2020-sp,
3264,-1,,493,CWL,2020-sp,
3265,-1,,496,CWL,2020-sp,
3266,947,"Hassan, W",502,CWL,2020-sp,
3267,948,"Turnock, J",504,CWL,2020-sp,
3268,949,"Gutsche, V",551,CWL,2020-sp,
3269,950,"Rushing, R",581,CWL,2020-sp,
3270,951,"Kaplan, B",582,CWL,2020-sp,
3271,-1,,593,CWL,2020-sp,
3272,-1,,599,CWL,2020-sp,
3273,501,"Cooper, D",102,CZCH,2020-sp,
3274,952,"Davies Brenier, L",484,CZCH,2020-sp,
3275,953,"Mininsohn, S",100,DANC,2020-sp,
3276,953,"Mininsohn, S",100,DANC,2020-sp,
3277,954,"D'Orleans juste, R",100,DANC,2020-sp,
3278,954,"D'Orleans juste, R",100,DANC,2020-sp,
3279,955,"Johnston, P",100,DANC,2020-sp,
3280,955,"Johnston, P",100,DANC,2020-sp,
3281,955,"Johnston, P",100,DANC,2020-sp,
3282,955,"Johnston, P",100,DANC,2020-sp,
3283,953,"Mininsohn, S",100,DANC,2020-sp,
3284,953,"Mininsohn, S",100,DANC,2020-sp,
3285,956,"Sapozhnikov, A",100,DANC,2020-sp,3.99
3286,957,"Clay, J",100,DANC,2020-sp,3.78
3287,958,"Allen, B",100,DANC,2020-sp,
3288,-1,,100,DANC,2020-sp,
3289,959,"Allison, E",101,DANC,2020-sp,
3290,960,"Thompson-Stout, D",102,DANC,2020-sp,
3291,961,"Rizzuto, R",103,DANC,2020-sp,
3292,962,"Emadian, E",104,DANC,2020-sp,
3293,963,"Ervin, W",105,DANC,2020-sp,
3294,957,"Clay, J",106,DANC,2020-sp,
3295,961,"Rizzuto, R",107,DANC,2020-sp,
3296,964,"Anderson, M",108,DANC,2020-sp,
3297,964,"Anderson, M",109,DANC,2020-sp,
3298,960,"Thompson-Stout, D",112,DANC,2020-sp,
3299,965,"Anderson, B",112,DANC,2020-sp,
3300,966,"MacMaster, C",120,DANC,2020-sp,
3301,967,"Ciofalo, T;Quiles, M",131,DANC,2020-sp,
3302,969,"Zbikowski, A",160,DANC,2020-sp,
3303,970,"Lehovec, L",166,DANC,2020-sp,
3304,963,"Ervin, W",167,DANC,2020-sp,
3305,970,"Lehovec, L",201,DANC,2020-sp,
3306,971,"Erkert, J",201,DANC,2020-sp,
3307,957,"Clay, J",210,DANC,2020-sp,
3308,960,"Thompson-Stout, D",211,DANC,2020-sp,
3309,965,"Anderson, B",211,DANC,2020-sp,
3310,972,"Taylor, E",212,DANC,2020-sp,
3311,966,"MacMaster, C",215,DANC,2020-sp,
3312,973,"Monson, J",220,DANC,2020-sp,
3313,973,"Monson, J",220,DANC,2020-sp,
3314,974,"Toenjes, J",220,DANC,2020-sp,
3315,-1,,221,DANC,2020-sp,
3316,959,"Allison, E",221,DANC,2020-sp,
3317,963,"Ervin, W",221,DANC,2020-sp,
3318,-1,,223,DANC,2020-sp,
3319,967,"Ciofalo, T;Quiles, M",231,DANC,2020-sp,
3320,975,"Nettl-Fiol, R",245,DANC,2020-sp,
3321,976,"Simson, K",259,DANC,2020-sp,
3322,970,"Lehovec, L",260,DANC,2020-sp,
3323,977,"O'Connor, T",266,DANC,2020-sp,
3324,972,"Taylor, E",267,DANC,2020-sp,
3325,974,"Toenjes, J",268,DANC,2020-sp,
3326,971,"Erkert, J",301,DANC,2020-sp,
3327,970,"Lehovec, L",301,DANC,2020-sp,
3328,978,"Chiaramonte, L",330,DANC,2020-sp,
3329,967,"Ciofalo, T;Quiles, M",331,DANC,2020-sp,
3330,157,"Fox, K;MacMaster, C",340,DANC,2020-sp,
3331,157,"Fox, K;MacMaster, C",340,DANC,2020-sp,
3332,157,"Fox, K;MacMaster, C",340,DANC,2020-sp,
3333,958,"Allen, B",350,DANC,2020-sp,
3334,958,"Allen, B",350,DANC,2020-sp,
3335,979,"Hook, S",360,DANC,2020-sp,
3336,973,"Monson, J",363,DANC,2020-sp,
3337,977,"O'Connor, T",366,DANC,2020-sp,
3338,972,"Taylor, E",367,DANC,2020-sp,
3339,979,"Hook, S",375,DANC,2020-sp,
3340,973,"Monson, J",400,DANC,2020-sp,
3341,955,"Johnston, P",402,DANC,2020-sp,
3342,957,"Clay, J",410,DANC,2020-sp,
3343,960,"Thompson-Stout, D",411,DANC,2020-sp,
3344,973,"Monson, J",420,DANC,2020-sp,
3345,974,"Toenjes, J",420,DANC,2020-sp,
3346,-1,,421,DANC,2020-sp,
3347,-1,,423,DANC,2020-sp,
3348,976,"Simson, K",424,DANC,2020-sp,
3349,956,"Sapozhnikov, A",425,DANC,2020-sp,
3350,967,"Ciofalo, T;Quiles, M",431,DANC,2020-sp,
3351,980,"Oliver, C",441,DANC,2020-sp,
3352,975,"Nettl-Fiol, R",450,DANC,2020-sp,
3353,161,"Nance, C",451,DANC,2020-sp,
3354,973,"Monson, J",451,DANC,2020-sp,
3355,-1,,451,DANC,2020-sp,
3356,-1,,455,DANC,2020-sp,
3357,976,"Simson, K",459,DANC,2020-sp,
3358,979,"Hook, S",460,DANC,2020-sp,
3359,978,"Chiaramonte, L;Emadian, E",465,DANC,2020-sp,
3360,977,"O'Connor, T",466,DANC,2020-sp,
3361,972,"Taylor, E",467,DANC,2020-sp,
3362,161,"Nance, C",497,DANC,2020-sp,
3363,976,"Simson, K",498,DANC,2020-sp,
3364,976,"Simson, K",499,DANC,2020-sp,
3365,981,"Wilks, L",499,DANC,2020-sp,
3366,977,"O'Connor, T",520,DANC,2020-sp,
3367,979,"Hook, S;Monson, J;Oliver, C",531,DANC,2020-sp,
3368,-1,,550,DANC,2020-sp,
3369,-1,,560,DANC,2020-sp,
3370,973,"Monson, J",598,DANC,2020-sp,
3371,-1,,120,EALC,2020-sp,
3372,-1,,120,EALC,2020-sp,
3373,-1,,120,EALC,2020-sp,
3374,-1,,120,EALC,2020-sp,
3375,-1,,120,EALC,2020-sp,
3376,-1,,120,EALC,2020-sp,
3377,982,"Fu, P",120,EALC,2020-sp,
3378,983,"Mayer, A",132,EALC,2020-sp,
3379,-1,,199,EALC,2020-sp,
3380,946,"Chow, K",220,EALC,2020-sp,
3381,984,"Wilson, R",227,EALC,2020-sp,
3382,934,"Persiani, G",230,EALC,2020-sp,
3383,984,"Wilson, R",250,EALC,2020-sp,
3384,984,"Wilson, R",250,EALC,2020-sp,
3385,984,"Wilson, R",250,EALC,2020-sp,
3386,984,"Wilson, R",250,EALC,2020-sp,
3387,984,"Wilson, R",250,EALC,2020-sp,
3388,939,"Chen, J;Pu, Y",275,EALC,2020-sp,
3389,939,"Chen, J;Pu, Y",275,EALC,2020-sp,
3390,939,"Chen, J;Pu, Y",275,EALC,2020-sp,
3391,939,"Chen, J",275,EALC,2020-sp,
3392,985,"Callahan, C",287,EALC,2020-sp,
3393,986,"Guo, X",343,EALC,2020-sp,
3394,-1,,390,EALC,2020-sp,
3395,987,"Nagashima, D",398,EALC,2020-sp,
3396,985,"Callahan, C",398,EALC,2020-sp,
3397,988,"Ha, J",398,EALC,2020-sp,
3398,988,"Ha, J",398,EALC,2020-sp,
3399,939,"Chen, J",398,EALC,2020-sp,
3400,365,"Burkus-Chasson, A",403,EALC,2020-sp,
3401,365,"Burkus-Chasson, A",403,EALC,2020-sp,
3402,946,"Chow, K",425,EALC,2020-sp,
3403,677,"Packard, J",430,EALC,2020-sp,
3404,677,"Packard, J",430,EALC,2020-sp,
3405,944,"Tierney, R",466,EALC,2020-sp,
3406,944,"Tierney, R",466,EALC,2020-sp,
3407,946,"Chow, K",476,EALC,2020-sp,
3408,946,"Chow, K",476,EALC,2020-sp,
3409,983,"Mayer, A",488,EALC,2020-sp,
3410,-1,,490,EALC,2020-sp,
3411,-1,,550,EALC,2020-sp,
3412,678,"Shih, C",550,EALC,2020-sp,
3413,934,"Persiani, G",550,EALC,2020-sp,
3414,939,"Chen, J",550,EALC,2020-sp,
3415,989,"Martin, J",550,EALC,2020-sp,
3416,990,"Mroz, A",588,EALC,2020-sp,
3417,991,"Bowles, M",588,EALC,2020-sp,
3418,992,"Barlaz, M",588,EALC,2020-sp,
3419,-1,,590,EALC,2020-sp,
3420,678,"Shih, C",590,EALC,2020-sp,
3421,-1,,599,EALC,2020-sp,
3422,-1,,110,ECE,2020-sp,
3423,-1,,110,ECE,2020-sp,
3424,-1,,110,ECE,2020-sp,
3425,-1,,110,ECE,2020-sp,
3426,-1,,110,ECE,2020-sp,
3427,-1,,110,ECE,2020-sp,
3428,-1,,110,ECE,2020-sp,
3429,-1,,110,ECE,2020-sp,
3430,-1,,110,ECE,2020-sp,
3431,-1,,110,ECE,2020-sp,
3432,-1,,110,ECE,2020-sp,
3433,-1,,110,ECE,2020-sp,
3434,-1,,110,ECE,2020-sp,
3435,-1,,110,ECE,2020-sp,
3436,993,"Choi, H;Schmitz, C",110,ECE,2020-sp,3.61
3437,994,"Schmitz, C",110,ECE,2020-sp,3.55
3438,994,"Schmitz, C",110,ECE,2020-sp,3.55
3439,994,"Schmitz, C",110,ECE,2020-sp,3.55
3440,-1,,110,ECE,2020-sp,
3441,-1,,110,ECE,2020-sp,
3442,-1,,110,ECE,2020-sp,
3443,-1,,110,ECE,2020-sp,
3444,-1,,110,ECE,2020-sp,
3445,-1,,110,ECE,2020-sp,
3446,-1,,110,ECE,2020-sp,
3447,-1,,110,ECE,2020-sp,
3448,-1,,110,ECE,2020-sp,
3449,-1,,110,ECE,2020-sp,
3450,-1,,110,ECE,2020-sp,
3451,-1,,110,ECE,2020-sp,
3452,-1,,110,ECE,2020-sp,
3453,-1,,110,ECE,2020-sp,
3454,-1,,120,ECE,2020-sp,
3455,-1,,120,ECE,2020-sp,
3456,-1,,120,ECE,2020-sp,
3457,-1,,120,ECE,2020-sp,
3458,-1,,120,ECE,2020-sp,
3459,-1,,120,ECE,2020-sp,
3460,-1,,120,ECE,2020-sp,
3461,-1,,120,ECE,2020-sp,
3462,-1,,120,ECE,2020-sp,
3463,-1,,120,ECE,2020-sp,
3464,-1,,120,ECE,2020-sp,
3465,995,"Aggarwal, A",120,ECE,2020-sp,
3466,-1,,120,ECE,2020-sp,
3467,-1,,120,ECE,2020-sp,
3468,996,"Bhowmik, U",120,ECE,2020-sp,3.24
3469,994,"Schmitz, C",199,ECE,2020-sp,
3470,994,"Schmitz, C",199,ECE,2020-sp,
3471,997,"Kudeki, E",200,ECE,2020-sp,
3472,-1,,205,ECE,2020-sp,
3473,-1,,205,ECE,2020-sp,
3474,-1,,205,ECE,2020-sp,
3475,-1,,205,ECE,2020-sp,
3476,-1,,205,ECE,2020-sp,
3477,-1,,205,ECE,2020-sp,
3478,-1,,205,ECE,2020-sp,
3479,-1,,205,ECE,2020-sp,
3480,-1,,205,ECE,2020-sp,
3481,-1,,205,ECE,2020-sp,
3482,-1,,205,ECE,2020-sp,
3483,-1,,205,ECE,2020-sp,
3484,998,"Cheng, Z;Radhakrishnan, C",205,ECE,2020-sp,3.3
3485,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3486,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3487,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3488,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3489,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3490,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3491,999,"Radhakrishnan, C",206,ECE,2020-sp,3.9
3492,-1,,210,ECE,2020-sp,
3493,-1,,210,ECE,2020-sp,
3494,-1,,210,ECE,2020-sp,
3495,-1,,210,ECE,2020-sp,
3496,-1,,210,ECE,2020-sp,
3497,-1,,210,ECE,2020-sp,
3498,-1,,210,ECE,2020-sp,
3499,-1,,210,ECE,2020-sp,
3500,-1,,210,ECE,2020-sp,
3501,-1,,210,ECE,2020-sp,
3502,-1,,210,ECE,2020-sp,
3503,-1,,210,ECE,2020-sp,
3504,-1,,210,ECE,2020-sp,
3505,1000,"Alvarez, J",210,ECE,2020-sp,3.26
3506,-1,,210,ECE,2020-sp,
3507,-1,,210,ECE,2020-sp,
3508,-1,,210,ECE,2020-sp,
3509,1000,"Alvarez, J",211,ECE,2020-sp,
3510,-1,,211,ECE,2020-sp,
3511,-1,,211,ECE,2020-sp,
3512,-1,,211,ECE,2020-sp,
3513,-1,,220,ECE,2020-sp,
3514,-1,,220,ECE,2020-sp,
3515,-1,,220,ECE,2020-sp,
3516,-1,,220,ECE,2020-sp,
3517,-1,,220,ECE,2020-sp,
3518,-1,,220,ECE,2020-sp,
3519,-1,,220,ECE,2020-sp,
3520,-1,,220,ECE,2020-sp,
3521,-1,,220,ECE,2020-sp,
3522,900,"Chen, Y",220,ECE,2020-sp,3.15
3523,-1,,220,ECE,2020-sp,
3524,996,"Bhowmik, U",220,ECE,2020-sp,2.77
3525,-1,,220,ECE,2020-sp,
3526,-1,,297,ECE,2020-sp,
3527,1001,"Banerjee, A",298,ECE,2020-sp,
3528,1002,"Allen, J",298,ECE,2020-sp,
3529,1003,"Gross, G",307,ECE,2020-sp,
3530,1004,"Katselis, D",310,ECE,2020-sp,3.53
3531,1005,"Shanbhag, N",310,ECE,2020-sp,
3532,1006,"Do, M",310,ECE,2020-sp,
3533,1006,"Do, M;Katselis, D",311,ECE,2020-sp,
3534,1006,"Do, M;Katselis, D",311,ECE,2020-sp,
3535,1006,"Do, M",311,ECE,2020-sp,
3536,1007,"Chitambar, E",313,ECE,2020-sp,3.04
3537,1008,"Milenkovic, O",313,ECE,2020-sp,3.83
3538,1009,"Shomorony, I",313,ECE,2020-sp,
3539,1010,"Zhao, Z",313,ECE,2020-sp,
3540,1011,"Hajek, B",314,ECE,2020-sp,3.45
3541,1011,"Hajek, B",314,ECE,2020-sp,3.45
3542,1011,"Hajek, B",314,ECE,2020-sp,3.45
3543,1012,"Hillmer, P",316,ECE,2020-sp,3.83
3544,1012,"Hillmer, P",316,ECE,2020-sp,3.83
3545,1013,"He, W",317,ECE,2020-sp,3.79
3546,1014,"Ilie, R",329,ECE,2020-sp,
3547,1015,"Shao, Y",329,ECE,2020-sp,3.15
3548,1016,"Chen, X",329,ECE,2020-sp,
3549,572,"Stillwell, A",330,ECE,2020-sp,
3550,1017,"Zhang, R",330,ECE,2020-sp,3.46
3551,1018,"O'Connell, T",333,ECE,2020-sp,
3552,1019,"Bogdanov, S",340,ECE,2020-sp,
3553,1020,"Dallesasse, J",340,ECE,2020-sp,2.68
3554,1021,"Gilbert, M",340,ECE,2020-sp,
3555,1016,"Chen, X",342,ECE,2020-sp,
3556,1022,"Zhou, J",342,ECE,2020-sp,
3557,999,"Radhakrishnan, C",343,ECE,2020-sp,
3558,999,"Radhakrishnan, C",343,ECE,2020-sp,
3559,999,"Radhakrishnan, C",343,ECE,2020-sp,
3560,999,"Radhakrishnan, C",343,ECE,2020-sp,
3561,999,"Radhakrishnan, C",343,ECE,2020-sp,
3562,1023,"Peng, Z",350,ECE,2020-sp,
3563,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3564,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3565,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3566,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3567,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3568,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3569,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3570,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3571,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3572,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3573,837,"Chan, T;Har-Peled, S",374,ECE,2020-sp,
3574,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3575,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3576,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3577,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3578,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3579,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3580,839,"Al-Hassanieh, H",374,ECE,2020-sp,
3581,-1,,385,ECE,2020-sp,
3582,-1,,385,ECE,2020-sp,
3583,-1,,385,ECE,2020-sp,
3584,-1,,385,ECE,2020-sp,
3585,-1,,385,ECE,2020-sp,
3586,-1,,385,ECE,2020-sp,
3587,-1,,385,ECE,2020-sp,
3588,-1,,385,ECE,2020-sp,
3589,-1,,385,ECE,2020-sp,
3590,-1,,385,ECE,2020-sp,
3591,-1,,385,ECE,2020-sp,
3592,998,"Cheng, Z",385,ECE,2020-sp,3.08
3593,-1,,391,ECE,2020-sp,
3594,-1,,391,ECE,2020-sp,
3595,-1,,391,ECE,2020-sp,
3596,-1,,391,ECE,2020-sp,
3597,-1,,391,ECE,2020-sp,
3598,-1,,391,ECE,2020-sp,
3599,-1,,391,ECE,2020-sp,
3600,1024,"Kalbarczyk, Z",391,ECE,2020-sp,2.86
3601,-1,,395,ECE,2020-sp,
3602,1025,"Haken, L",395,ECE,2020-sp,
3603,-1,,396,ECE,2020-sp,
3604,-1,,397,ECE,2020-sp,
3605,1026,"Popescu, G",398,ECE,2020-sp,
3606,1025,"Haken, L",402,ECE,2020-sp,
3607,1025,"Haken, L",402,ECE,2020-sp,
3608,-1,,408,ECE,2020-sp,
3609,1027,"Lumetta, S",408,ECE,2020-sp,
3610,1027,"Lumetta, S",408,ECE,2020-sp,
3611,-1,,408,ECE,2020-sp,
3612,865,"Patel, S",408,ECE,2020-sp,
3613,1028,"Huang, J",411,ECE,2020-sp,
3614,1028,"Huang, J",411,ECE,2020-sp,
3615,-1,,411,ECE,2020-sp,
3616,-1,,411,ECE,2020-sp,
3617,1029,"Chen, D",411,ECE,2020-sp,
3618,525,"Dobrucki, W",414,ECE,2020-sp,
3619,1030,"Pool, M",415,ECE,2020-sp,
3620,1030,"Pool, M",415,ECE,2020-sp,
3621,1030,"Pool, M",415,ECE,2020-sp,
3622,1030,"Pool, M",415,ECE,2020-sp,
3623,858,"Bailey, M;Levchenko, K",422,ECE,2020-sp,
3624,858,"Bailey, M",422,ECE,2020-sp,
3625,858,"Bailey, M",422,ECE,2020-sp,
3626,858,"Bailey, M",422,ECE,2020-sp,
3627,858,"Bailey, M",422,ECE,2020-sp,
3628,858,"Bailey, M",422,ECE,2020-sp,
3629,858,"Bailey, M",422,ECE,2020-sp,
3630,858,"Bailey, M",422,ECE,2020-sp,
3631,858,"Bailey, M",422,ECE,2020-sp,
3632,858,"Bailey, M;Levchenko, K",422,ECE,2020-sp,
3633,858,"Bailey, M;Levchenko, K",422,ECE,2020-sp,
3634,860,"Gunter, C",424,ECE,2020-sp,
3635,860,"Gunter, C",424,ECE,2020-sp,
3636,-1,,425,ECE,2020-sp,
3637,995,"Aggarwal, A",425,ECE,2020-sp,3.58
3638,849,"Borisov, N",428,ECE,2020-sp,
3639,849,"Borisov, N",428,ECE,2020-sp,
3640,-1,,431,ECE,2020-sp,
3641,-1,,431,ECE,2020-sp,
3642,-1,,431,ECE,2020-sp,
3643,-1,,431,ECE,2020-sp,
3644,1031,"Haran, K",431,ECE,2020-sp,
3645,1032,"Gruev, V",437,ECE,2020-sp,
3646,1032,"Gruev, V",437,ECE,2020-sp,
3647,1032,"Gruev, V",437,ECE,2020-sp,
3648,852,"Kravets, R",438,ECE,2020-sp,
3649,852,"Kravets, R",438,ECE,2020-sp,
3650,852,"Kravets, R",438,ECE,2020-sp,
3651,1033,"Rakheja, S",441,ECE,2020-sp,
3652,1034,"Bayram, C",443,ECE,2020-sp,
3653,1034,"Bayram, C",443,ECE,2020-sp,
3654,1034,"Bayram, C",443,ECE,2020-sp,
3655,1034,"Bayram, C",443,ECE,2020-sp,
3656,1034,"Bayram, C",443,ECE,2020-sp,
3657,1034,"Bayram, C",443,ECE,2020-sp,
3658,1034,"Bayram, C",443,ECE,2020-sp,
3659,1034,"Bayram, C",443,ECE,2020-sp,
3660,-1,,444,ECE,2020-sp,
3661,-1,,444,ECE,2020-sp,
3662,-1,,444,ECE,2020-sp,
3663,-1,,444,ECE,2020-sp,
3664,-1,,444,ECE,2020-sp,
